NM_183057	VPS28	9.76632	3.3075	0.0001	0.000296499	yes	-6.45882	10426
NM_001173991	TMEM216	3.80065	4.45919	0.50085	0.523827	no	0.658539999999999	11034
NM_152837	SNX16	1.45699	0.63214	1	1	no	-0.82485	12697
NM_152836	SNX16	1.45699	0.63214	1	1	no	-0.82485	12698
NM_003467	CXCR4	0	0.298461	1	1	no	0.298461	15155
NR_036580	DPP10-AS1	0	0	1	1	no	0	15679
NM_001158261	CCDC42	0	0	1	1	no	0	16596
NM_016535	ZNF581	7.30136	2.40532	0.001	0.00216917	yes	-4.89604	16964
NM_021920	SCT	4.69663	1.98169	0.21035	0.260978	no	-2.71494	1797
NR_045117	DDX11L10	0	0.242827	1	1	no	0.242827	19294
NM_002136	HNRNPA1	361.213	103.458	5e-05	0.000150478	yes	-257.755	19719
NM_031157	HNRNPA1	361.213	103.458	5e-05	0.000150478	yes	-257.755	23066
NR_051986	DDX11L5	0	0.484049	1	1	no	0.484049	23073
NM_001173990	TMEM216	3.80065	4.45919	0.50085	0.523827	no	0.658539999999999	2313
NM_032833	PPP1R15B	41.1666	7.63462	5e-05	0.000150478	yes	-33.53198	2334
NM_001159597	SH3YL1	1.28745	1.0635	1	1	no	-0.22395	27614
NM_001159700	FHL1	13.3731	8.12159	5e-05	0.000150478	yes	-5.25151	32182
NR_002956	SNORA14B	820.659	109.231	0.01845	0.0327651	yes	-711.428	33595
NM_014797	ZBTB24	24.6742	6.9102	5e-05	0.000150478	yes	-17.764	34716
NM_016208	VPS28	9.76632	3.3075	0.0001	0.000296499	yes	-6.45882	34718
NM_194314	ZBTB41	1.1884	0.721947	1	1	no	-0.466453	35230
NR_036170	MIR3199-2	0	0	1	1	no	0	37071
NR_046018	DDX11L1	0	0.181744	1	1	no	0.181744	38195
NR_047479	LINC00854	0.716531	0.345358	1	1	no	-0.371173	38589
NR_103707	TSPEAR-AS1	0.852282	0.186784	1	1	no	-0.665498	40814
NM_001284207	DCAF5	7.09919	5.00855	0.0009	0.00212656	yes	-2.09064	42457
NM_001004360	DPP10	0	0	1	1	no	0	43056
NM_001164313	ZBTB24	24.6742	6.9102	5e-05	0.000150478	yes	-17.764	5193
NM_144681	CCDC42	0	0	1	1	no	0	5811
NM_018133	MSL2	12.4057	4.60042	5e-05	0.000150478	yes	-7.80528	8247
NM_001178034	DPP10	0	0	1	1	no	0	8395
NM_022133	SNX16	1.45699	0.63214	1	1	no	-0.82485	8738
NM_015677	SH3YL1	1.28745	1.0635	1	1	no	-0.22395	9277
