chr10	22617855	22618566	753.456
chr10	22615310	22615623	890.911
chr10	22617461	22617724	589.66
chr10	22615681	22616035	163.979
chrX	119387228	119389377	238.124
chr16	33887369	33888130	9.72498
chr20	29828270	29831422	6.49818
chr2	89850111	89855167	6.74076
chr17	25263018	25268324	5.86182
chr10	22616497	22617089	154.59
chrY	13460266	13462719	5.76879
chr22	30639538	30640128	172.263
chr22	30640710	30641012	144.212
chrY	13851829	13852271	12.1245
chr10	39078699	39086491	4.18744
chr16	33864649	33867615	5.25765
chr10	39104783	39110402	3.84017
chrY	13859275	13860448	3.6754
chr20	29831774	29832986	3.93793
chrY	13484565	13486170	3.50499
chr7	100550530	100551345	6.62828
chrY	13139977	13141504	5.11537
chr10	39121258	39122017	4.01365
chrY	13808043	13809331	3.82318
chr21	10843133	10843671	4.73396
chr17	61993990	61994744	91.8853
chrY	13810453	13811356	3.49604
chr21	10779835	10780713	3.89699
chrY	13483165	13484463	3.08095
chrY	28784217	28785144	3.82273
chrX	61727647	61731878	3.70945
chr21	10838768	10840236	3.76964
chrY	13479886	13483094	3.13015
chr16	33873726	33874708	3.79262
chr7	56440854	56442487	15.3882
chr10	38804023	38804916	3.42622
chrX	67012532	67012849	51.7056
chr20	29816306	29818171	2.24022
chr7	61083153	61084186	4.63081
chrY	13193970	13196543	3.58452
chr10	39093762	39095287	3.41083
chr16	33898566	33902405	4.79788
chr21	10084937	10088050	4.72633
chr3	75717986	75718764	24.0314
chr16	33973181	33976044	5.9389
chr10	42404216	42405070	1.9709
chrY	58996274	58997839	2.74241
chr20	26317500	26318922	2.67499
chr7	64954133	64955123	4.71772
chr1	143283064	143284305	3.49146
chr2	92283879	92285147	3.61971
chr10	135500010	135501384	5.97757
chr1	142535376	142542964	5.45015
chrY	13851236	13851803	3.59829
chr3	141161112	141164860	36.949
chr10	39125254	39126230	6.19815
chr7	61079031	61080715	2.74009
chr21	11186495	11186910	7.4536
chrY	13854911	13856061	4.09948
chrY	13680429	13681252	3.58335
chrY	13800454	13801957	3.24436
chr2	109815777	109816335	9.18849
chrX	61839121	61839759	3.29843
chrY	59362759	59363395	5.16853
chr17	22020419	22020933	4.85341
chrY	28785481	28786147	3.48129
chr21	10797597	10800567	3.32461
chr10	39139368	39141668	2.36188
chr7	56438155	56440812	15.5679
chr5	9941	11794	5.70197
chrY	13137020	13138956	3.88077
chr5	49438684	49441053	2.54104
chr2	91595958	91598141	1.98236
chr16	33867682	33868749	5.04259
chr3	90447671	90448411	6.91927
chr22	30642637	30642834	30.6803
chrY	13837869	13840152	3.1197
chrY	13861112	13861743	3.94099
chr18	44126225	44126578	2.02823
chrY	13487671	13490095	13.8534
chr10	39127641	39130631	2.4848
chrX	155259740	155260443	4.43187
chr2	91614137	91614925	2.30481
chr2	89855239	89856114	4.45138
chrY	28787852	28790141	4.25604
chrY	13474221	13474875	5.49739
chr16	33888283	33888743	2.12042
chr10	42799265	42800403	2.33186
chrY	13659057	13659440	3.02356
chrY	58984905	58986809	4.15249
chr5	49436558	49438055	2.96403
chr5	49431373	49432934	2.99915
chr21	10778748	10779394	3.78237
chr21	10773819	10778260	2.18209
chr2	90372686	90374409	2.38374
chr21	10788640	10795093	2.54941
chr21	9825541	9826408	6.63311
chr1	121385726	121386898	3.98044
chrY	13868958	13870182	3.24969
chr14	72141259	72141493	15.5498
chr8	86735190	86737200	1.80358
chr21	10795267	10797591	2.68839
chr8	46868394	46868814	1.33167
chr8	82754552	82754900	10.2487
chr21	9826421	9827541	2.92043
chr1	142966913	142967775	3.83164
chr20	29831431	29831764	13.7827
chr10	39135130	39136975	3.08425
chrY	13464899	13465230	6.42552
chr22	18717885	18718236	20.2618
chr20	29811816	29812539	3.36126
chr2	90391666	90393484	1.97575
chrY	58834480	58835051	29.1392
chr21	9695314	9696362	3.64804
chrY	28799376	28800855	3.55171
chr10	42815030	42817088	2.86476
chr1	121366602	121367658	3.66656
chrY	13141575	13142350	2.82723
chr2	91603931	91606375	1.77933
chr7	57551135	57552220	3.90953
chr2	91612269	91613170	2.18617
chr21	10701933	10703809	3.69801
chr10	39149646	39154067	2.35772
chr2	90390982	90391609	2.5748
chr3	93779875	93780297	33.4555
chr11	51567989	51569395	1.86652
chr10	130262578	130262928	7.77488
chrY	58855712	58856527	22.6342
chrY	13856159	13856975	2.46631
chr4	49317839	49319054	2.07801
chr10	38805220	38806782	2.00642
chr22	18883620	18884090	2.86257
chr2	91598983	91600379	2.21221
chr21	10780814	10782683	2.3814
chr21	10826950	10827320	1.9879
chrY	13832751	13834185	3.29843
chr2	90374667	90376909	2.18253
chr5	49433040	49433772	3.00393
chr1	121362289	121363928	2.21743
chrY	13825819	13827533	2.0981
chr5	49428914	49430896	2.44578
chrX	58562017	58562961	1.07818
chr5	49410039	49410509	4.24084
chr8	86726451	86730302	2.31234
chr6	157731308	157732485	2.162
chr10	39145305	39147600	2.36649
chr4	190942795	190943936	5.12435
chr18	112065	112519	3.96899
chr7	61374235	61374664	3.44922
chr10	39086517	39089037	3.06646
chr2	91608221	91609699	2.27463
chrY	58887930	58888553	22.0185
chrY	13850135	13851163	2.05265
chr9	140249819	140250224	4.79058
chr2	90381029	90382307	1.69379
chr12	133841379	133841914	3.23112
chr16	34021378	34022810	2.09056
chr10	38814856	38815275	6.68254
chr16	35259485	35260343	4.08377
chr8	86746222	86750357	1.74811
chr2	91610466	91612069	2.12451
chr16	33869503	33870281	3.70464
chrX	61732243	61734819	3.235
chr10	42796167	42797433	2.05806
chr9	69963258	69963908	3.79444
chr10	135490836	135491327	22.8901
chr19	7515067	7515969	1.56313
chr10	39115134	39116763	2.11328
chr7	57555691	57556861	3.6559
chr1	121365734	121366029	3.65184
chr21	10800605	10802567	2.44517
chr21	10783104	10784146	2.07679
chr7	157939607	157941875	1.60838
chr1	2583530	2587619	4.09006
chrY	28800942	28802146	3.61257
chr9	67790949	67791685	6.75393
chrY	13474940	13475933	2.88613
chr7	61080733	61081545	5.24215
chr6	157733832	157734182	2.21466
chr2	91601639	91603885	2.02618
chr2	91613234	91614077	1.74952
chrY	28786191	28787103	3.17342
chrX	58555968	58556230	4.77095
chr10	38817605	38818807	1.43471
chr7	57994835	57995903	6.6523
chrY	13478793	13479715	3.4555
chr10	38775879	38776848	2.56218
chr21	10851080	10852095	2.26178
chr1	168318163	168318409	10.2487
chr17	21906143	21906512	3.76964
chrY	28787162	28787718	5.48482
chrY	58884418	58884862	23.7892
chr7	61087951	61088594	2.92472
chr20	29813589	29814360	2.33246
chr11	51576287	51576818	2.28353
chr19	27870210	27870419	3.18063
chrY	13813003	13814154	2.70323
chr16	35283911	35284241	4.62637
chr9	68423820	68425164	2.10079
chrY	58826018	58827690	18.7138
chrY	13473336	13474172	3.02448
chr10	39112525	39113029	2.28353
chr4	191043801	191044293	3.22304
chr2	92293671	92294597	1.84857
chr2	89860062	89860710	1.75747
chr4	49280663	49280907	3.76964
chr2	90371528	90372590	1.60464
chr7	61977842	61978658	1.11376
chr2	162137369	162139115	3.45762
