chrX	17754568	17755568	+	NM_006746	SCML1	27.7996	6.85481	5e-05	0.000150478	yes	10119	
chr8	145653946	145654946	-	NM_183057	VPS28	9.76632	3.3075	0.0001	0.000296499	yes	10426	
chr11	61158831	61159831	+	NM_001173991	TMEM216	3.80065	4.45919	0.50085	0.523827	no	11034	
chr8	82754521	82755521	-	NM_152837	SNX16	1.45699	0.63214	1	1	no	12697	
chr8	82754521	82755521	-	NM_152836	SNX16	1.45699	0.63214	1	1	no	12698	
chr15	89878026	89879026	-	NM_002693	POLG	33.9977	12.2217	5e-05	0.000150478	yes	14956	
chr2	136875725	136876725	-	NM_003467	CXCR4	0	0.298461	1	1	no	15155	
chr11	75062875	75063875	-	NM_004041	ARRB1	0.59874	0.4332	1	1	no	1566	
chr2	115918920	115919920	-	NR_036580	DPP10-AS1	0	0	1	1	no	15679	
chr17	46124685	46125685	+	NM_003204	NFE2L1	22.8366	8.34856	5e-05	0.000150478	yes	16250	
chr17	8648154	8649154	-	NM_001158261	CCDC42	0	0	1	1	no	16596	
chr19	56153985	56154985	+	NM_016535	ZNF581	7.30136	2.40532	0.001	0.00216917	yes	16964	
chr16	29801288	29802288	+	NM_001256270	KIF22	45.378	11.9792	5e-05	0.000150478	yes	17835	
chr16	29801033	29802033	+	NM_001256269	KIF22	45.378	11.9792	5e-05	0.000150478	yes	17836	
chr11	627173	628173	-	NM_021920	SCT	4.69663	1.98169	0.21035	0.260978	no	1797	
chr16	60554	61554	+	NR_045117	DDX11L10	0	0.242827	1	1	no	19294	
chr12	54673487	54674487	+	NM_002136	HNRNPA1	361.213	103.458	5e-05	0.000150478	yes	19719	
chr19	5689345	5690345	+	NM_015414	RPL36	336.462	171.393	5e-05	0.000150478	yes	20590	
chr19	18717660	18718660	-	NM_004750	CRLF1	1.98834	4.14711	0.02835	0.0481598	yes	2158	
chr11	75062875	75063875	-	NM_020251	ARRB1	0.59874	0.4332	1	1	no	22054	
chr19	46405862	46406862	-	NM_001012643	MYPOP	3.02794	1.09535	0.0112	0.020852	yes	23041	
chr12	54673487	54674487	+	NM_031157	HNRNPA1	361.213	103.458	5e-05	0.000150478	yes	23066	
chr9	10986	11986	+	NR_051986	DDX11L5	0	0.484049	1	1	no	23073	
chr11	61158831	61159831	+	NM_001173990	TMEM216	3.80065	4.45919	0.50085	0.523827	no	2313	
chr1	204380944	204381944	-	NM_032833	PPP1R15B	41.1666	7.63462	5e-05	0.000150478	yes	2334	
chr19	11070807	11071807	+	NM_001128849	SMARCA4	58.3253	19.3713	5e-05	0.000150478	yes	23958	
chr15	89878026	89879026	-	NM_001126131	POLG	33.9977	12.2217	5e-05	0.000150478	yes	25148	
chr19	48866650	48867650	+	NM_012451	SYNGR4	0	0.107985	1	1	no	25166	
chr19	11070597	11071597	+	NM_001128844	SMARCA4	58.3253	19.3713	5e-05	0.000150478	yes	255	
chr16	67217883	67218883	-	NM_001040715	KIAA0895L	4.6861	1.26556	5e-05	0.000150478	yes	26567	
chr2	264097	265097	-	NM_001159597	SH3YL1	1.28745	1.0635	1	1	no	27614	
chr2	148778306	148779306	-	NM_001190882	ORC4	127.715	103.447	5e-05	0.000150478	yes	29329	
chr7	139024877	139025877	+	NM_001244584	C7orf55-LUC7L2	89.4686	50.6175	5e-05	0.000150478	yes	32080	
chr19	1382882	1383882	+	NM_024407	NDUFS7	17.6357	4.10395	5e-05	0.000150478	yes	32144	
chrX	135229736	135230736	+	NM_001159700	FHL1	13.3731	8.12159	5e-05	0.000150478	yes	32182	
chr11	65382782	65383782	+	NM_032223	PCNXL3	13.5613	3.9731	5e-05	0.000150478	yes	32328	
chr1	235291252	235292252	-	NR_002956	SNORA14B	820.659	109.231	0.01845	0.0327651	yes	33595	
chr6	109804440	109805440	-	NM_014797	ZBTB24	24.6742	6.9102	5e-05	0.000150478	yes	34716	
chr8	145653946	145654946	-	NM_016208	VPS28	9.76632	3.3075	0.0001	0.000296499	yes	34718	
chr16	29801033	29802033	+	NM_007317	KIF22	45.378	11.9792	5e-05	0.000150478	yes	34882	
chr1	197169672	197170672	-	NM_194314	ZBTB41	1.1884	0.721947	1	1	no	35230	
chr22	28315513	28316513	+	NR_036170	MIR3199-2	0	0	1	1	no	37071	
chr19	5720176	5721176	-	NM_001276479	LONP1	61.8808	15.6307	5e-05	0.000150478	yes	37712	
chr17	28704941	28705941	+	NM_001304	CPD	10.0484	4.88022	5e-05	0.000150478	yes	3782	
chr1	10873	11873	+	NR_046018	DDX11L1	0	0.181744	1	1	no	38195	
chr17	41381062	41382062	-	NR_047479	LINC00854	0.716531	0.345358	1	1	no	38589	
chr19	13134394	13135394	+	NM_001271043	NFIX	2.61593	1.95602	0.05095	0.0817629	no	39359	
chrX	17754568	17755568	+	NM_001037540	SCML1	27.7996	6.85481	5e-05	0.000150478	yes	40404	
chrX	17754568	17755568	+	NM_001037536	SCML1	27.7996	6.85481	5e-05	0.000150478	yes	40405	
chrX	17754568	17755568	+	NM_001037535	SCML1	27.7996	6.85481	5e-05	0.000150478	yes	40406	
chr21	45924926	45925926	+	NR_103707	TSPEAR-AS1	0.852282	0.186784	1	1	no	40814	
chr7	139024877	139025877	+	NM_197964	C7orf55	89.4686	50.6175	5e-05	0.000150478	yes	4099	
chr14	69619316	69620316	-	NM_001284207	DCAF5	7.09919	5.00855	0.0009	0.00212656	yes	42457	
