NM_001081560	DMPK	24.7035	10.4072	5e-05	0.000150478	yes	-14.2963
NM_133372	FNIP1	41.1405	25.1955	5e-05	0.000150478	yes	-15.945
NM_181515	MRPL21	29.2537	7.90648	5e-05	0.000150478	yes	-21.34722
NM_017789	SEMA4C	2.62099	0.917609	0.00025	0.000617377	yes	-1.703381
NM_138705	CALML6	0	0.0981182	1	1	no	0.0981182
NM_012172	FBXO24	0.20345	0.299897	1	1	no	0.096447
NM_024794	EPHX3	1.49291	2.28425	1	1	no	0.79134
NM_001079	ZAP70	0.292838	1.9429	1	1	no	1.650062
NM_152759	LRRC43	0	4.23716	5e-05	0.000150478	yes	4.23716
NM_001031690	FAM131B	0	0.129397	1	1	no	0.129397
NM_182838	SLC35E2	9.00516	5.26393	5e-05	0.000150478	yes	-3.74123
NM_001142554	TRMT1	44.4932	9.1162	5e-05	0.000150478	yes	-35.377
NM_001136035	TRMT1	44.4932	9.1162	5e-05	0.000150478	yes	-35.377
NM_033199	UCN2	0.85246	0.616992	1	1	no	-0.235468
NM_001171690	GCAT	156.156	9.01133	5e-05	0.000150478	yes	-147.14467
NM_001199098	BAIAP3	2.73631	1.30183	0.0003	0.000736379	yes	-1.43448
NM_001199096	BAIAP3	2.73631	1.30183	0.0003	0.000736379	yes	-1.43448
NM_005631	SMO	5.13561	1.29987	5e-05	0.000150478	yes	-3.83574
NM_005851	CDK2AP2	3.86715	1.1357	0.0159	0.0286486	yes	-2.73145
NR_031736	MIR1915	0	0	1	1	no	0
NM_001242835	NDRG4	6.36744	10.5914	5e-05	0.000150478	yes	4.22396
NM_001143993	RASSF7	0.649222	0.127821	1	1	no	-0.521401
NM_014159	SETD2	52.8653	20.8023	5e-05	0.000150478	yes	-32.063
NM_015545	PTCD1	72.8123	41.7561	5e-05	0.000150478	yes	-31.0562
NM_176880	NR2C2AP	7.44803	1.62628	0.0003	0.000736379	yes	-5.82175
NR_046533	CLDN10-AS1	0	0.508219	1	1	no	0.508219
NM_001199099	BAIAP3	2.73631	1.30183	0.0003	0.000736379	yes	-1.43448
NM_004409	DMPK	24.7035	10.4072	5e-05	0.000150478	yes	-14.2963
NM_033310	KCNK4	0.113325	0	1	1	no	-0.113325
NM_000733	CD3E	0	0	1	1	no	0
NM_001040162	C16orf13	12.1334	2.43054	0.00445	0.00866982	yes	-9.70286
