NR_015368	LINC01128	3.77925	1.72528	0.00015	0.00043974	yes
NR_047519	LINC01128	3.77925	1.72528	0.00015	0.00043974	yes
NR_047520	LINC01128	3.77925	1.72528	0.00015	0.00043974	yes
NR_047521	LINC01128	3.77925	1.72528	0.00015	0.00043974	yes
NR_047522	LINC01128	3.77925	1.72528	0.00015	0.00043974	yes
NR_047523	LINC01128	3.77925	1.72528	0.00015	0.00043974	yes
NR_047524	LINC01128	3.77925	1.72528	0.00015	0.00043974	yes
NR_047525	LINC01128	3.77925	1.72528	0.00015	0.00043974	yes
NR_047526	LINC01128	3.77925	1.72528	0.00015	0.00043974	yes
NM_152486	SAMD11	20.3557	6.78536	5e-05	0.000150478	yes
NM_198317	KLHL17	4.87705	0.71082	0.00675	0.0129044	yes
NM_198576	AGRN	2.83659	0.727341	5e-05	0.000150478	yes
NM_080605	B3GALT6	10.9707	1.62834	5e-05	0.000150478	yes
NM_153339	PUSL1	9.13512	2.03384	0.0004	0.000973473	yes
NR_015434	LOC148413	7.45738	2.08464	5e-05	0.000150478	yes
NM_001039211	ATAD3C	14.092	7.83068	5e-05	0.000150478	yes
NM_031921	ATAD3B	50.5681	9.58822	5e-05	0.000150478	yes
NM_001170535	ATAD3A	27.5979	6.96836	5e-05	0.000150478	yes
NM_001170536	ATAD3A	27.5979	6.96836	5e-05	0.000150478	yes
NM_018188	ATAD3A	27.5979	6.96836	5e-05	0.000150478	yes
NM_001170686	MIB2	6.08921	2.13271	5e-05	0.000150478	yes
NM_001170687	MIB2	6.08921	2.13271	5e-05	0.000150478	yes
NM_001170688	MIB2	6.08921	2.13271	5e-05	0.000150478	yes
NM_001170689	MIB2	6.08921	2.13271	5e-05	0.000150478	yes
NM_080875	MIB2	6.08921	2.13271	5e-05	0.000150478	yes
NM_001033581	PRKCZ	3.84376	0.820131	0.00065	0.00155405	yes
NM_001033582	PRKCZ	3.84376	0.820131	0.00065	0.00155405	yes
NM_001242874	PRKCZ	3.84376	0.820131	0.00065	0.00155405	yes
NM_002744	PRKCZ	3.84376	0.820131	0.00065	0.00155405	yes
NM_003036	SKI	13.2971	2.16608	5e-05	0.000150478	yes
NM_007033	RER1	6.75248	1.47989	5e-05	0.000150478	yes
NM_182752	TPRG1L	2.86551	0.868863	0.0053	0.0102469	yes
NM_001126240	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001126241	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001126242	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001204184	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001204185	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001204186	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001204187	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001204188	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001204189	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001204190	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001204191	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001204192	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_005427	TP73	4.15933	1.04534	5e-05	0.000150478	yes
NM_001282669	DFFB	16.2685	8.93463	5e-05	0.000150478	yes
NM_004402	DFFB	16.2685	8.93463	5e-05	0.000150478	yes
NR_024455	LOC100133612	12.7026	7.63256	0.0002	0.000581673	yes
NM_153812	PHF13	5.49849	3.48424	0.01085	0.0202318	yes
NM_001195563	CAMTA1	16.1911	10.1096	0.0153	0.0276836	yes
NM_001242701	CAMTA1	16.1911	10.1096	0.0153	0.0276836	yes
NM_015215	CAMTA1	16.1911	10.1096	0.0153	0.0276836	yes
NM_004781	VAMP3	5.18443	1.40379	0.0001	0.000296499	yes
NM_001123377	PARK7	40.2349	16.4766	5e-05	0.000150478	yes
NM_007262	PARK7	40.2349	16.4766	5e-05	0.000150478	yes
NM_001282587	H6PD	7.51621	3.75526	5e-05	0.000150478	yes
NM_004285	H6PD	7.51621	3.75526	5e-05	0.000150478	yes
NM_032315	SLC25A33	19.8625	3.97275	5e-05	0.000150478	yes
NM_001010866	TMEM201	27.5516	12.1306	5e-05	0.000150478	yes
NM_001130924	TMEM201	27.5516	12.1306	5e-05	0.000150478	yes
NM_001009566	CLSTN1	8.42949	2.77262	0.00015	0.00043974	yes
NM_022787	NMNAT1	18.6733	12.6659	5e-05	0.000150478	yes
NM_001105562	UBE4B	9.96845	3.49667	5e-05	0.000150478	yes
NM_006048	UBE4B	9.96845	3.49667	5e-05	0.000150478	yes
NM_015074	KIF1B	41.2728	20.0332	5e-05	0.000150478	yes
NM_183416	KIF1B	41.2728	20.0332	5e-05	0.000150478	yes
NM_002631	PGD	26.3976	9.97493	5e-05	0.000150478	yes
NM_004565	PEX14	5.10473	2.20737	0.00135	0.00276515	yes
NM_007375	TARDBP	23.901	3.54385	5e-05	0.000150478	yes
NM_021146	ANGPTL7	7.8535	4.02655	5e-05	0.000150478	yes
NM_013319	UBIAD1	15.9845	7.04847	5e-05	0.000150478	yes
NM_001014765	FBXO44	8.12265	5.0256	0.00045	0.00109034	yes
NM_033182	FBXO44	8.12265	5.0256	0.00045	0.00109034	yes
NM_183412	FBXO44	8.12265	5.0256	0.00045	0.00109034	yes
NM_183413	FBXO44	8.12265	5.0256	0.00045	0.00109034	yes
NM_018438	FBXO6	19.6208	12.2739	0.00025	0.000617377	yes
NM_001256959	CLCN6	11.2856	4.19616	0.0001	0.000296499	yes
NM_001286	CLCN6	11.2856	4.19616	0.0001	0.000296499	yes
NM_000302	PLOD1	5.15037	1.80124	5e-05	0.000150478	yes
NM_001127660	MFN2	52.0783	16.9837	5e-05	0.000150478	yes
NM_014874	MFN2	52.0783	16.9837	5e-05	0.000150478	yes
NM_015378	VPS13D	15.8073	4.62212	5e-05	0.000150478	yes
NM_018156	VPS13D	15.8073	4.62212	5e-05	0.000150478	yes
NM_001006624	PDPN	3.73084	1.78805	0.0015	0.00306005	yes
NM_001006625	PDPN	3.73084	1.78805	0.0015	0.00306005	yes
NM_006474	PDPN	3.73084	1.78805	0.0015	0.00306005	yes
NM_198389	PDPN	3.73084	1.78805	0.0015	0.00306005	yes
NM_001007257	PRDM2	21.5668	5.7996	5e-05	0.000150478	yes
NM_001135610	PRDM2	21.5668	5.7996	5e-05	0.000150478	yes
NM_012231	PRDM2	21.5668	5.7996	5e-05	0.000150478	yes
NM_015866	PRDM2	21.5668	5.7996	5e-05	0.000150478	yes
NM_001017999	KAZN	12.5124	2.06014	5e-05	0.000150478	yes
NM_001018000	KAZN	12.5124	2.06014	5e-05	0.000150478	yes
NM_001018001	KAZN	12.5124	2.06014	5e-05	0.000150478	yes
NM_015209	KAZN	12.5124	2.06014	5e-05	0.000150478	yes
NM_201628	KAZN	12.5124	2.06014	5e-05	0.000150478	yes
NM_052929	FHAD1	71.9495	42.7146	5e-05	0.000150478	yes
NM_015291	DNAJC16	4.75249	2.38295	5e-05	0.000150478	yes
NM_006511	RSC1A1	27.0421	3.85535	5e-05	0.000150478	yes
NM_032341	DDI2	27.0421	3.85535	5e-05	0.000150478	yes
NM_207348	SLC25A34	13.9708	9.19042	0.00015	0.00043974	yes
NM_001024215	FBLIM1	64.2902	36.1343	5e-05	0.000150478	yes
NM_001024216	FBLIM1	64.2902	36.1343	5e-05	0.000150478	yes
NM_017556	FBLIM1	64.2902	36.1343	5e-05	0.000150478	yes
NM_015001	SPEN	97.5677	20.4818	5e-05	0.000150478	yes
NM_001114600	SZRD1	12.2861	4.00809	5e-05	0.000150478	yes
NM_001271869	SZRD1	12.2861	4.00809	5e-05	0.000150478	yes
NM_001145277	NECAP2	6.17812	1.96605	5e-05	0.000150478	yes
NM_001145278	NECAP2	6.17812	1.96605	5e-05	0.000150478	yes
NM_018090	NECAP2	6.17812	1.96605	5e-05	0.000150478	yes
NM_014675	CROCC	3.01832	1.18381	5e-05	0.000150478	yes
NM_016183	MRTO4	36.8491	12.1525	5e-05	0.000150478	yes
NM_001040125	PQLC2	18.3851	8.26066	5e-05	0.000150478	yes
NM_001040126	PQLC2	18.3851	8.26066	5e-05	0.000150478	yes
NM_017765	PQLC2	18.3851	8.26066	5e-05	0.000150478	yes
NM_001032363	MINOS1	20.5333	14.9248	0.00035	0.000856007	yes
NM_001204082	MINOS1	20.5333	14.9248	0.00035	0.000856007	yes
NM_001204083	MINOS1	20.5333	14.9248	0.00035	0.000856007	yes
NM_001204084	NBL1	20.5333	14.9248	0.00035	0.000856007	yes
NM_001204085	NBL1	20.5333	14.9248	0.00035	0.000856007	yes
