NM_015414	RPL36	336.462	171.393	5e-05	0.000150478	yes	-165.069	20590
NM_004750	CRLF1	1.98834	4.14711	0.02835	0.0481598	yes	2.15877	2158
NM_024407	NDUFS7	17.6357	4.10395	5e-05	0.000150478	yes	-13.53175	32144
NM_024319	C1orf35	22.1173	9.30732	5e-05	0.000150478	yes	-12.80998	12858
NM_001270363	RAD23A	35.0536	9.12428	5e-05	0.000150478	yes	-25.92932	14183
NM_001270362	RAD23A	35.0536	9.12428	5e-05	0.000150478	yes	-25.92932	14184
NM_005053	RAD23A	35.0536	9.12428	5e-05	0.000150478	yes	-25.92932	22872
NR_004437	SNAR-A12	0	0	1	1	no	0	36226
NM_033643	RPL36	336.462	171.393	5e-05	0.000150478	yes	-165.069	37189
NR_024230	SNAR-B2	0	0	1	1	no	0	10819
NR_037458	MIR3687	1.3308e+07	868520	5e-05	0.000150478	yes	-12439480	34533
NR_024242	SNAR-A14	0	0	1	1	no	0	35631
NR_004435	SNAR-A1	0	0	1	1	no	0	36228
NR_037421	MIR3648	1.3308e+07	868520	5e-05	0.000150478	yes	-12439480	37085
NM_207115	ZNF580	9.85741	2.40396	5e-05	0.000150478	yes	-7.45345	5535
