NM_004533	MYBPC2	0	0.258548	1	1	no	0.258548
NM_001172425	LEFTY2	0	1.27325	1	1	no	1.27325
NM_001258008	ZCWPW1	0.532451	0.489661	1	1	no	-0.04279
NM_080622	ABHD16B	3.47329	0.670187	0.0061	0.0117181	yes	-2.803103
NM_001270948	OVOL3	4.448	1.96729	0.0888	0.135849	no	-2.48071
NM_007209	RPL35	284.364	145.746	5e-05	0.000150478	yes	-138.618
NM_005969	NAP1L4	34.2335	12.0147	5e-05	0.000150478	yes	-22.2188
NM_031300	MXD3	8.04581	4.06446	5e-05	0.000150478	yes	-3.98135
NM_014844	TECPR2	3.53706	1.80648	5e-05	0.000150478	yes	-1.73058
NM_014383	ZBTB32	3.00571	0.799702	0.01075	0.0200531	yes	-2.206008
NM_002917	RFNG	2.68966	0.973092	1	1	no	-1.716568
NM_194458	UBE2J2	31.0941	6.32646	5e-05	0.000150478	yes	-24.76764
NM_194457	UBE2J2	31.0941	6.32646	5e-05	0.000150478	yes	-24.76764
NM_001258016	FDXR	4.41749	0.964764	0.0004	0.000973473	yes	-3.452726
NM_001258015	FDXR	4.41749	0.964764	0.0004	0.000973473	yes	-3.452726
NM_001258014	FDXR	4.41749	0.964764	0.0004	0.000973473	yes	-3.452726
NM_002103	GYS1	14.4706	7.81761	5e-05	0.000150478	yes	-6.65299
NM_152769	C19orf26	1.31102	0.781316	1	1	no	-0.529704
NM_001009939	SEPT5	1.39532	0.603976	1	1	no	-0.791344
NM_001010938	TNK2	2.22414	0.863102	1	1	no	-1.361038
NM_031990	PTBP1	132.707	19.1413	5e-05	0.000150478	yes	-113.5657
NM_001139	ALOX12B	0.0791997	0	1	1	no	-0.0791997
NM_001013841	STAP2	7.64592	3.81935	0.002	0.00403643	yes	-3.82657
NM_000991	RPL28	92.1237	29.9472	5e-05	0.000150478	yes	-62.1765
NM_002688	SEPT5	1.39532	0.603976	1	1	no	-0.791344
NM_002560	P2RX4	8.01856	10.8684	0.027	0.0460174	yes	2.84984
NM_001242825	FDPS	47.2156	17.662	5e-05	0.000150478	yes	-29.5536
NM_001242824	FDPS	47.2156	17.662	5e-05	0.000150478	yes	-29.5536
NM_002307	LGALS7	0	0	1	1	no	0
NM_001171168	CAMTA2	12.4674	4.2343	5e-05	0.000150478	yes	-8.2331
NM_001080482	C9orf172	1.46829	2.92963	0.0044	0.0085762	yes	1.46134
NM_001199692	SLC4A2	7.16954	3.28394	5e-05	0.000150478	yes	-3.8856
NR_003594	REXO1L2P	0	0	1	1	no	0
NM_198988	LENG9	4.54889	2.53114	0.00625	0.0119819	yes	-2.01775
NM_001130413	SCNN1D	1.71696	0.8287	1	1	no	-0.88826
NM_004383	CSK	22.7934	8.92547	5e-05	0.000150478	yes	-13.86793
NM_003990	PAX2	0.189753	0.137265	1	1	no	-0.052488
NM_005781	TNK2	2.22414	0.863102	1	1	no	-1.361038
NM_198706	HSD11B1L	1.65194	5.31083	0.00015	0.00043974	yes	3.65889
NM_015610	WIPI2	21.6883	4.53739	5e-05	0.000150478	yes	-17.15091
NM_015597	GPSM1	11.0632	3.8804	5e-05	0.000150478	yes	-7.1828
NM_001965	EGR4	0.16782	1.45737	1	1	no	1.28955
NM_022727	TRMT2A	11.804	3.50464	5e-05	0.000150478	yes	-8.29936
NM_201653	CHIA	0	0.262356	1	1	no	0.262356
NM_001282617	GNAI2	7.90892	4.12616	0.00015	0.00043974	yes	-3.78276
NM_001178062	SEMA6C	4.39247	5.91599	0.2364	0.267495	no	1.52352
NM_015897	PIAS4	21.6077	8.50086	5e-05	0.000150478	yes	-13.10684
NM_033517	SHANK3	2.78086	0.769916	5e-05	0.000150478	yes	-2.010944
NM_001267060	SNX17	19.6909	8.56439	5e-05	0.000150478	yes	-11.12651
NM_001267061	SNX17	19.6909	8.56439	5e-05	0.000150478	yes	-11.12651
NM_001267059	SNX17	19.6909	8.56439	5e-05	0.000150478	yes	-11.12651
NM_016434	RTEL1	22.6181	7.02404	5e-05	0.000150478	yes	-15.59406
NM_207191	ADAM15	11.0862	3.2284	5e-05	0.000150478	yes	-7.8578
NM_001271736	COPZ1	18.923	4.87339	5e-05	0.000150478	yes	-14.04961
NM_001195798	LDLR	13.3081	12.1113	0.25615	0.281489	no	-1.1968
NM_004851	NAPSA	0.153199	0.294869	1	1	no	0.14167
NM_001007026	ATN1	38.8974	10.9326	5e-05	0.000150478	yes	-27.9648
NM_003150	STAT3	19.7073	10.9262	5e-05	0.000150478	yes	-8.7811
NM_005009	NME4	11.8049	3.80943	0.00055	0.00132335	yes	-7.99547
NM_001195799	LDLR	13.3081	12.1113	0.25615	0.281489	no	-1.1968
NM_005498	AP1M2	0.470589	0.227006	1	1	no	-0.243583
NM_017442	TLR9	0.0992915	2.49063	1	1	no	2.3913385
NM_023933	FAM173A	9.40927	1.27607	0.00665	0.0127206	yes	-8.1332
NM_030665	RAI1	5.10895	1.47145	5e-05	0.000150478	yes	-3.6375
NM_001143986	TLE6	0.10543	0.0507232	1	1	no	-0.0547068
NM_023004	RTN4R	0.424491	0.102384	1	1	no	-0.322107
NM_032134	QRICH2	1.48292	1.65235	1	1	no	0.16943
NM_014477	TP53TG5	0.936932	0.903925	1	1	no	-0.033007
NM_004309	ARHGDIA	29.9381	7.71808	5e-05	0.000150478	yes	-22.22002
NM_001166356	SHMT2	17.9334	4.52612	5e-05	0.000150478	yes	-13.40728
NM_000213	ITGB4	0.43128	3.29943	0.01555	0.0281187	yes	2.86815
NM_005412	SHMT2	17.9334	4.52612	5e-05	0.000150478	yes	-13.40728
NM_003815	ADAM15	11.0862	3.2284	5e-05	0.000150478	yes	-7.8578
NM_001134364	MAP4	22.4262	13.5139	5e-05	0.000150478	yes	-8.9123
NM_207196	ADAM15	11.0862	3.2284	5e-05	0.000150478	yes	-7.8578
NM_002517	NPAS1	15.8201	5.89133	5e-05	0.000150478	yes	-9.92877
NM_001256796	P2RX4	8.01856	10.8684	0.027	0.0460174	yes	2.84984
NM_001178061	SEMA6C	4.39247	5.91599	0.2364	0.267495	no	1.52352
NM_012477	WBP1	9.27597	6.1863	0.0142	0.0258171	yes	-3.08967
NM_198830	ACLY	46.1315	16.304	5e-05	0.000150478	yes	-29.8275
NM_001005914	SEMA3B	0.773175	4.26657	5e-05	0.000150478	yes	3.493395
NM_024417	FDXR	4.41749	0.964764	0.0004	0.000973473	yes	-3.452726
NM_201277	CNN2	8.0908	4.76468	0.00095	0.00216917	yes	-3.32612
NM_005572	LMNA	8.08407	2.65728	5e-05	0.000150478	yes	-5.42679
NM_001166358	SHMT2	17.9334	4.52612	5e-05	0.000150478	yes	-13.40728
NM_032272	MAF1	6.4876	2.40289	0.0005	0.00120678	yes	-4.08471
NM_001136044	TMUB1	25.0044	3.4003	5e-05	0.000150478	yes	-21.6041
NM_003745	SOCS1	1.25889	1.21454	1	1	no	-0.0443500000000001
NM_024585	ARMC7	4.07183	3.10616	0.16985	0.226391	no	-0.96567
NM_001258306	CCDC74A	0.914114	3.14732	0.00535	0.0103417	yes	2.233206
NM_001258305	CCDC74A	0.914114	3.14732	0.00535	0.0103417	yes	2.233206
NM_001080997	RTBDN	8.63962	5.96207	0.02255	0.0391567	yes	-2.67755
NM_001127190	CSK	3.9233	2.38836	0.06855	0.106815	no	-1.53494
NM_004073	PLK3	3.07797	6.36451	0.0005	0.00120678	yes	3.28654
NM_031991	PTBP1	132.707	19.1413	5e-05	0.000150478	yes	-113.5657
NM_144604	ZC3H18	39.8686	9.02419	5e-05	0.000150478	yes	-30.84441
NM_003240	LEFTY2	0	1.27325	1	1	no	1.27325
NM_032683	MPV17L2	6.62391	1.06547	0.00395	0.00774192	yes	-5.55844
NM_020443	NAV1	6.56229	7.3133	0.33865	0.36292	no	0.75101
NM_138454	NXNL1	0.258521	0.373811	1	1	no	0.11529
NM_000430	PAFAH1B1	31.7478	9.65251	5e-05	0.000150478	yes	-22.09529
NM_003530	HIST1H3D	48.2981	2.13571	0.0051	0.00987214	yes	-46.16239
NM_001171936	CDH23	20.1505	17.1401	0.04605	0.0746018	no	-3.0104
NM_001040134	PALM	0.860506	0.207705	1	1	no	-0.652801
NM_005357	LIPE	20.796	8.93398	5e-05	0.000150478	yes	-11.86202
NM_004558	NRTN	1.21333	0.682599	1	1	no	-0.530731
NM_003152	STAT5A	0.133302	0.492829	1	1	no	0.359527
NM_001146340	NKX1-2	1.18643	0.114179	1	1	no	-1.072251
NM_014944	CLSTN1	35.3797	7.97496	5e-05	0.000150478	yes	-27.40474
NM_021819	LMAN1L	0.240458	5.29829	0.0027	0.00536921	yes	5.057832
NM_134433	RFX2	0.949621	0.4808	1	1	no	-0.468821
NM_001751	CARS	6.99402	1.73032	5e-05	0.000150478	yes	-5.2637
NM_002866	RAB3A	1.26292	0.270761	1	1	no	-0.992159
NM_145214	TRIM11	39.1139	5.73099	5e-05	0.000150478	yes	-33.38291
NM_080861	SPSB3	21.2465	5.81927	5e-05	0.000150478	yes	-15.42723
NM_001128826	NCS1	44.9428	6.18713	5e-05	0.000150478	yes	-38.75567
NM_001012715	C9orf106	0	0	1	1	no	0
NM_001166357	SHMT2	17.9334	4.52612	5e-05	0.000150478	yes	-13.40728
NM_198082	CCDC57	44.2668	11.0803	5e-05	0.000150478	yes	-33.1865
NM_001144027	NDOR1	15.1623	2.41984	5e-05	0.000150478	yes	-12.74246
NM_001144026	NDOR1	8.09788	1.19809	5e-05	0.000150478	yes	-6.89979
