chr10	22617863	22618560	620.551
chr10	22615315	22615607	509.041
chr16	33887265	33888744	8.21888
chr10	22617457	22617761	291.758
chr20	29828517	29831447	6.73373
chrX	119387227	119389366	266.2
chr10	22615699	22616025	89.7253
chr17	25263037	25268221	6.72922
chr10	39091344	39095004	4.52275
chrY	13140011	13141547	9.36335
chrY	13460189	13462761	5.31055
chrY	13484711	13486176	5.44208
chrY	13864333	13866332	4.71463
chr10	39120897	39121826	6.26962
chrY	13851217	13852330	6.62995
chrY	13650378	13651467	4.17322
chr20	29831584	29833327	4.51546
chr10	39084397	39089227	4.95389
chr16	33873448	33874663	3.78153
chrY	13807931	13809390	4.65854
chr17	61993952	61994784	140.077
chrY	13843338	13844152	8.42556
chrY	13859264	13860500	4.41996
chrY	13809429	13811298	4.25956
chr16	33898601	33902376	6.08636
chrY	13800796	13801913	5.8541
chr21	10840948	10843674	2.9885
chrY	13481907	13483738	2.65541
chr1	142535406	142543084	6.69105
chr10	39106804	39110769	4.36181
chr22	30639508	30640128	112.928
chr2	109815732	109816335	12.299
chr7	61083363	61083980	5.498
chr22	30640674	30641015	56.3545
chr21	10838592	10840254	4.46015
chrY	28784204	28785147	5.31647
chr7	100550330	100551260	5.00629
chrX	61839071	61839443	3.86747
chrY	28785381	28786151	4.26211
chr10	39078645	39084226	3.93144
chr7	64954234	64955118	5.55523
chr10	38803934	38804930	3.95788
chr7	56437764	56440844	20.6548
chrY	13137031	13139946	4.38817
chr7	56440990	56442472	15.6974
chr16	33972720	33976240	4.95362
chr2	92284078	92285116	3.69025
chr10	39125222	39126144	5.52496
chr10	22616503	22617074	50.2771
chr21	10803498	10806052	3.96323
chr17	22020525	22020964	6.4642
chrX	61730035	61731507	3.41658
chr21	9825463	9826624	6.32158
chrY	13838055	13838613	4.24549
chrY	13473319	13474865	6.5674
chr1	143283076	143284218	4.50243
chr2	91601693	91603806	2.68714
chrX	61732223	61734809	3.38309
chrY	13488029	13490092	16.1013
chr21	10084935	10088069	5.29368
chr10	135499775	135501444	5.82923
chr2	91596128	91598578	2.61868
chrY	13866403	13867619	4.65507
chr20	29816705	29819121	2.58373
chr21	9826643	9827536	2.94664
chr10	39102812	39106775	3.30719
chrY	13855274	13855935	3.52983
chr10	39139365	39142146	2.4935
chr9	66823095	66824699	1.66285
chr20	29811780	29812537	3.80608
chrY	13680718	13681461	3.18649
chr20	26317544	26319132	2.11248
chr21	10796762	10800528	3.50997
chr10	39135303	39136994	4.06297
chr3	75718029	75718812	25.1385
chr7	61079026	61080655	3.02785
chr18	44126175	44126581	2.94664
chr10	39149697	39152801	2.35411
chrX	155259912	155260466	4.64858
chrY	59362847	59363467	4.97246
chr5	49405670	49405955	2.57831
chrY	28786199	28787100	4.50284
chrY	13464916	13465741	3.14232
chr2	90371523	90374339	2.50077
chr5	49410050	49410726	4.67996
chr2	91612277	91613174	2.00907
chr4	190942774	190943888	5.09803
chr2	91613218	91614953	2.30363
chr2	91599014	91600420	2.39415
chr10	130262570	130262861	10.1291
chr3	141161182	141164876	33.6782
chr22	18717952	18718189	11.9339
chrY	13141568	13142340	3.85619
chr10	42815004	42817026	2.82878
chrY	28797774	28799324	3.41393
chr21	10788691	10790982	3.34405
chrY	28787159	28787710	5.92275
chr18	50319030	50319298	3.4531
chr3	90447601	90448736	4.34104
chr18	111568	112475	4.16213
chr5	49431332	49432236	2.75205
chr2	90386597	90388945	2.11626
chr21	10701983	10703518	3.65423
chr22	18883616	18884383	3.54937
chr10	39127655	39130076	2.77111
chr5	9994	11779	6.1595
chrY	13861205	13862379	2.12813
chr2	90374394	90377003	2.24636
chr5	49438719	49441039	2.64237
chr14	72141260	72141512	9.57659
chrY	13477970	13479413	8.50363
chr10	38815725	38818822	2.23113
chrY	13856156	13857065	2.85242
chr21	10776968	10779417	3.09937
chr1	142966917	142967774	6.34347
chrY	58984523	58986220	2.59606
chr21	10826261	10827892	1.77259
chrY	28787812	28789614	3.981
chr1	121385705	121387151	3.16079
chr10	42796181	42798334	2.52076
chr4	49319424	49320027	3.36101
chrX	67012382	67012803	23.2746
chr10	39110874	39112574	3.77788
chr21	11186476	11186884	4.63044
chr2	91604262	91606366	2.60041
chr22	30642633	30642820	24.1468
chr8	86745970	86750456	1.70771
chr21	10795271	10796531	3.01748
chr10	38814841	38815623	4.91107
chrY	28799376	28800877	4.57466
chr1	224199336	224204227	3.1071
chr2	90391719	90393433	2.44389
chrY	58996360	58997399	2.70643
chr4	190802329	190802677	2.20998
chr9	69963319	69964028	3.70497
chr21	10782701	10784762	2.39973
chrY	13479922	13481869	3.26586
chr19	7515142	7516011	2.19698
chr7	57546940	57548706	3.03331
chrY	13705320	13705850	4.36181
chrY	13832396	13834302	3.58637
chrY	13849745	13851169	2.02097
chr5	49433206	49433853	2.99417
chrY	13193937	13196514	3.97797
chr12	38008466	38009156	4.53046
chr7	57550882	57552749	1.59855
chr20	29813634	29814354	1.71521
chr21	10774164	10774749	2.65724
chr11	1212738	1213598	2.74466
chr21	9695678	9696215	2.69618
chr16	33869436	33870272	3.35062
chr5	49436406	49438060	2.06265
chr8	86726445	86728086	3.53367
chr8	82754562	82754842	8.83993
chr1	2584989	2587921	3.85038
chr21	10792013	10794984	2.75038
chr11	51574503	51574849	1.57461
chrY	13659081	13659437	2.60208
chr21	9699359	9700329	2.93063
chr21	10849730	10850609	3.73411
chr10	39144887	39147775	2.088
chr1	168318157	168318661	15.4699
chr11	70217323	70217705	2.51134
chrY	13142432	13143902	3.8403
chr2	92280245	92280808	2.05757
chr2	89860871	89861569	3.43337
chrY	13802728	13803434	4.0148
chr12	61865602	61865826	21.5363
chr1	724040	727272	3.16376
chr1	2583543	2584920	5.74595
chr2	91606459	91610026	2.13963
chrX	61728776	61730015	2.74867
chr2	90390698	90391673	1.98197
chrY	13483837	13484651	3.02849
chr2	90389113	90390611	2.15233
chr4	49514423	49517251	1.96609
chr2	133001810	133002497	2.49514
chr10	38793780	38795268	2.07186
chr8	86752667	86753904	1.54915
chr21	10835456	10836952	2.36974
chr17	41465690	41467178	2.64847
chr8	86733787	86734392	1.35613
chr5	49435238	49435497	3.02031
chrY	13475363	13477066	3.19022
chrY	13824622	13825357	3.58017
chrY	13817431	13818429	3.12555
chr2	162135068	162136029	2.56358
chr2	90380216	90382294	2.12061
chr21	10850803	10853432	2.17023
chr1	121362504	121363890	2.3788
chr10	39118333	39118611	8.68207
chr15	20544933	20548017	6.16469
chr10	42805797	42808670	2.56643
chr2	90377015	90378981	1.74472
chr20	26305612	26305882	4.91107
chr2	90385149	90386437	1.61557
chr6	61911118	61912143	1.97807
chrY	13664264	13664925	4.14372
chr10	39114509	39117506	2.47442
chr16	33875453	33876077	1.91134
chr10	38775294	38776167	2.01873
chr4	191043754	191044231	3.37022
chr12	95206	95756	3.09398
chrY	13812549	13814109	2.23568
chrX	115003706	115005502	5.70912
chr1	121366600	121367656	3.65497
chr17	21902198	21903493	5.18293
chr2	132996142	132997740	2.51481
chr2	3184741	3184973	3.21452
chrY	13826479	13827249	1.74743
chr4	49324543	49326147	1.93373
chrX	115000039	115000642	5.89329
chr9	70076552	70076839	1.41439
chrY	13803900	13804492	2.43098
chr10	39100924	39102247	3.14232
chr2	91610625	91612127	1.90304
chr10	38781551	38782165	2.59101
chr7	45851931	45852177	5.15663
chr22	18880390	18880678	5.03385
chr10	42794049	42795258	2.73234
chr19	27870006	27870562	2.84971
chr10	39113480	39114485	3.34567
chr10	39097561	39098779	2.31423
chrY	13857328	13858939	3.12797
chrX	115002483	115002756	13.2599
chrX	61725838	61727494	1.72899
chr20	29821270	29822819	2.4595
chrY	58988363	58989100	2.08721
chrX	58555983	58556198	4.60413
chrY	13820604	13821301	3.86747
chr10	42661204	42662981	0.937568
chr9	70327258	70327568	1.50279
chr22	18878179	18878688	2.81773
chr20	47131476	47132963	2.53227
chr10	42790390	42791821	2.13869
chr20	26312536	26313587	3.11997
chr21	10784808	10788114	2.48355
chr1	143278911	143279638	6.51945
chrY	58855884	58856203	23.2048
chr21	10853483	10853987	4.2358
chr7	61080717	61081517	6.04495
chrY	13665726	13666328	3.89997
chr21	10843745	10844345	3.42021
chr11	51570986	51571757	1.8992
chr10	39076507	39078630	2.79283
chrY	28817509	28818052	3.18497
chrY	13848868	13849351	2.53079
chr3	93779898	93780296	32.9858
chrY	28793178	28793669	2.98348
chrY	13839527	13839943	2.37573
chr10	39096010	39096911	2.87967
chr5	49429828	49431242	1.95613
chr8	86728200	86729432	1.52818
chr2	90379677	90380024	6.7878
chr1	121365645	121366223	3.48497
chr12	38015954	38016555	2.25418
chrX	61825620	61826745	2.51134
chrY	13838635	13839421	2.74669
chr10	39148660	39149660	2.32429
chr21	10800696	10801438	3.03873
chr2	162136380	162136949	2.38821
chrX	115001674	115002305	11.9339
chr11	51574130	51574407	1.61145
chr10	38776185	38777107	2.01394
chr16	35283780	35284217	3.86747
chr7	61739474	61739985	1.93373
chr10	39124360	39125075	2.14623
chr9	68418209	68419774	1.61656
chr4	49323222	49324498	2.45554
chr12	133841434	133841896	2.50863
chr12	34831111	34831850	3.93953
chr10	135490913	135491302	20.6511
chr5	49428635	49429698	2.02884
chr17	41463421	41463926	1.45227
chr21	10832932	10834563	3.00623
chr15	21312820	21314236	8.42556
chr9	140249785	140250362	3.59122
chr7	157939629	157941882	1.46592
chr5	180472749	180473238	20.6265
chr8	58121317	58123009	4.07842
chr1	4363048	4363360	2.85998
chrY	13682827	13683526	2.38264
chr16	35259636	35260164	5.64773
chr10	42812860	42814954	2.36784
chr21	10721680	10722428	3.6833
chr20	29805400	29806798	2.54543
chr20	26260877	26261236	2.79498
chr1	2626650	2629517	2.66639
chr21	10844839	10845324	4.19897
chr20	29812569	29812828	2.65198
chrY	13688036	13688350	2.50465
chr21	10801506	10803447	2.57831
chrY	59016815	59017246	15.0056
chr5	141694648	141694846	11.6024
chr5	49422248	49422725	2.47308
chr10	39133122	39134785	1.96572
chr9	68423820	68424968	2.90294
chr8	86750579	86751632	2.53646
chr4	49292552	49294681	3.52822
chr11	3675294	3675995	3.93377
chr2	92293560	92294278	1.51665
chr9	68412773	68413692	7.43358
chr7	58015093	58015546	1.59119
chr2	162137600	162138550	2.23253
chr14	19042510	19042757	1.89427
chr10	38785564	38785864	2.72998
chr20	26306853	26307121	5.30396
chr10	42808731	42810745	1.84513
chrY	28789684	28790163	5.11058
chr3	64681992	64682236	14.9174
chr8	43818839	43819284	1.72379
chr9	68425455	68427236	3.57497
chr2	89857186	89857898	2.52569
chr1	249239577	249240558	3.63069
chrY	13667034	13667493	3.23605
chr8	86742164	86743332	3.10939
chr8	86730455	86732263	1.30517
chr17	21903918	21905018	3.93171
chr10	39100330	39100876	2.25602
chr9	66825559	66825968	2.97498
chr7	57545728	57546284	1.72832
chrY	13816520	13817007	1.43649
chr21	10774769	10776905	1.85273
chr10	38780219	38780899	1.98898
chr8	86735047	86735753	1.55086
chr4	49299393	49300034	5.92677
chr19	34882154	34882591	3.59122
chr10	135487144	135487411	16.3154
chr10	3453280	3453605	4.53046
chr8	58124725	58125239	6.93131
chr22	42719842	42720247	3.31497
chr8	46868301	46869092	0.893743
chr20	62638726	62638868	11.0945
chr19	27869782	27870002	6.40895
chr11	48894625	48895364	1.78026
chr9	132172505	132172932	4.41996
chr9	115825459	115826343	4.52042
chrY	58900513	58900851	21.4401
chr20	29803904	29804955	3.08748
chr17	21905057	21907223	5.88408
chr16	46454012	46454646	1.36197
chr8	58123082	58124689	5.05746
chr1	2622599	2622882	10.6816
chrY	13676367	13676804	2.26523
chrY	13651680	13652242	2.92033
chrX	61824841	61825338	2.60462
chr5	49411522	49412548	2.46112
chr1	228755429	228756401	6.96144
chrY	28801278	28801838	4.62715
chr21	10854565	10854931	2.20998
chr21	10718086	10718677	3.9464
chrY	13853263	13854717	2.45107
chrY	13487633	13487952	20.4423
chr10	39131386	39133079	2.07186
chrY	13647726	13649285	2.749
chr21	10858896	10860780	2.05805
chr21	10837735	10838042	2.08721
chr9	68420738	68422251	2.17188
chr7	62009571	62009893	3.43775
chr9	66454744	66456627	5.01982
chr1	2616761	2617411	3.63997
chr21	14352989	14353536	6.13884
chr15	20025583	20025949	5.96695
chr6	157641030	157641298	2.03998
chr2	89856448	89857147	2.80852
chr19	27756105	27757151	1.88351
chr16	34194649	34195655	1.41516
chr7	61984396	61984790	2.60462
chrY	13486299	13486920	4.01286
chr14	19000296	19001034	2.08721
chrY	13815357	13815984	2.10639
chr16	33997737	33998472	3.63069
chr10	42600691	42601490	1.18999
chr22	18879870	18880202	2.68355
chr20	29805005	29805262	2.87298
chr11	50724586	50724828	5.52496
chr10	38774004	38774753	1.66976
chr5	49533657	49534023	1.93373
chr1	121381255	121382085	4.91107
chr1	2617704	2620106	3.47006
chr22	40151333	40151691	7.66052
chr10	38868978	38869635	2.79156
chr4	49330756	49332000	1.60224
chr2	87623674	87624210	5.30396
chr15	28777225	28777435	11.0499
chr2	89858445	89859840	2.80633
chr7	152111169	152111454	6.99828
chr1	2616134	2616714	5.03385
chr21	10773785	10774120	3.22289
chr7	1311683	1312608	2.29722
chr3	90456836	90457418	5.05139
chr2	90481287	90483089	3.48312
chrY	58989599	58990233	1.31057
chrY	234178	234769	1.99951
chr7	61783836	61785278	1.34332
chr7	61084735	61085464	1.46476
chr5	49487078	49487332	6.99828
chr1	121375568	121375974	3.42547
chr4	49327219	49327615	2.98348
chr20	26304098	26304679	2.14859
chr18	9972	10340	2.55529
chr9	66464582	66465266	4.07465
chr7	98408649	98409203	4.10425
chrY	58834441	58835314	14.3844
chr16	32444272	32444418	9.39242
chr15	21317926	21318202	6.62995
chr3	90464367	90465208	2.85456
chr20	26273161	26273390	4.78829
chr10	39130121	39130585	1.5961
chr9	115825155	115825440	5.15663
chr9	68413746	68414873	4.08847
chr7	61754318	61755289	1.49855
chr19	18552776	18553361	5.52496
chr10	38808524	38809234	1.31547
chr4	49332109	49332859	1.12709
chr2	87644084	87644682	5.15663
chr10	125919439	125919746	2.14498
chr10	38784706	38785551	2.17841
chr16	964285	964857	17.1412
chr12	34833294	34834743	1.40635
chr7	61985277	61985638	1.71888
chr9	67791007	67791748	3.60576
chr6	170461211	170461636	4.66552
chr4	49317714	49318239	2.9006
chrY	58827062	58827581	18.5105
chr20	29652906	29653809	3.31497
chr2	162138580	162138830	3.1922
chr2	92276156	92277249	1.71626
chr2	88480548	88481081	16.1859
chr21	14344569	14344921	1.38124
chr21	10821279	10823035	2.35623
chr8	86816897	86817520	13.2218
chrY	58912590	58913036	6.47209
chr10	129595577	129595918	15.4699
chr9	68410796	68411572	7.73494
chr8	95110675	95110860	11.7471
chr4	49289755	49290667	4.5673
chr1	100999394	100999580	13.0523
chr21	10815030	10816835	1.86998
chr10	39117519	39118266	3.09398
chr9	66456909	66458607	6.62995
chr7	61088126	61088602	1.76799
chr6	157733207	157734613	1.65012
chr6	40995451	40995638	11.0945
chr3	73159826	73160399	3.59122
chr21	10698066	10701570	2.48081
chr16	33970868	33971567	5.26996
chr11	48882376	48882836	2.57831
chr7	57552953	57553861	3.31497
chr4	49288782	49289686	5.15663
chr2	240566118	240566409	8.83993
chr1	167025528	167026034	1.98898
chr21	10716967	10717972	2.74574
chr19	36762437	36763410	5.04152
chr16	87255517	87256055	3.40706
chr8	58125284	58125893	3.07819
chr8	58118253	58118912	4.87496
chrX	45240593	45240747	6.26162
chr22	18881851	18882148	5.89329
chr16	33978744	33979335	6.62995
chr6	161048777	161049741	3.72935
chr3	90459418	90460190	2.96603
chr2	87641686	87642327	6.8755
chr1	4204469	4204843	3.17685
chrY	13487094	13487465	11.7866
chr21	11110546	11110774	5.24871
chr16	33995338	33996060	6.62995
chr16	33238479	33239529	2.32048
chr10	38805750	38806761	1.92536
chr7	61981208	61982345	1.05399
chrY	13652811	13653292	2.16394
chrX	58495034	58495288	5.24871
chr11	93970601	93972183	4.34867
chr11	48946123	48947147	1.4503
chr11	11268412	11268707	3.72935
chrY	13474939	13475338	2.20998
chrX	58560234	58560846	1.62065
chr21	10791041	10791996	2.67524
chr18	23750773	23751224	13.5361
chr7	64955305	64955657	2.20998
chr15	23469886	23470064	11.0499
chr15	20454164	20454335	9.94492
chr6	170529764	170530126	3.63069
chr1	151330839	151331104	13.0523
chrY	13804552	13805607	2.18743
chr10	39152849	39154144	1.54029
chr9	66459952	66460607	2.59998
chr3	197186283	197186844	3.11407
chr2	162138879	162139135	2.13105
chr1	161420134	161420755	5.8012
chr1	121376790	121377866	3.74469
chrY	58888068	58888762	13.0016
chrY	13463100	13464061	6.54495
chr16	34021853	34022533	2.25803
chr6	157731370	157732396	2.12498
chr4	9273402	9274208	10.3869
chr2	91787212	91787585	4.28184
chr21	14356552	14356749	5.52496
chr21	11108707	11109368	4.05163
chr12	132072865	132073218	2.76248
chr5	46333653	46334324	2.36784
chr4	36903	37499	3.73997
chr19	27806526	27806956	5.52496
chr12	37999598	37999898	3.47283
chr5	34189869	34191223	6.55102
chr4	49281959	49283008	3.01361
chr2	91595109	91595863	2.17841
chrY	28790284	28790717	3.56053
chr21	14365457	14365985	2.51134
chr21	10723682	10724257	2.96966
chr10	39154596	39154931	3.42547
chr9	69703571	69703955	13.7761
chr2	132984056	132984602	2.76248
chrY	58992283	58994191	1.83267
chrY	58884472	58884815	16.5601
chrY	13673859	13674334	2.36784
chr21	10845464	10845990	2.28891
chr20	29810013	29810645	3.22289
chr20	26258794	26259108	14.9667
chr11	68934685	68934875	11.0945
chr10	38795440	38797585	2.05861
chr4	9347956	9348141	11.7471
chr1	161438865	161439706	1.88147
chrY	58853860	58854570	13.2616
chrY	10043370	10043960	5.64773
chr8	86745088	86745914	1.52594
chr4	182160326	182162891	7.53762
chr4	9261202	9261548	14.9174
chrY	13818471	13819659	2.52076
chr10	39143244	39143649	2.27498
chr9	69031461	69031670	9.94492
chr9	66977696	66978038	12.0268
chr6	61902044	61902358	2.57831
chr4	49286839	49288749	3.66392
chrY	13661890	13662150	2.29498
chr21	10712040	10712944	2.84141
chr19	45969634	45969860	5.89329
chr17	64794457	64795718	5.94995
chr11	48962839	48963130	4.26211
chr10	42640999	42641285	3.43775
chr2	90394150	90394517	2.35731
chrY	9918942	9919563	1.94478
chr19	34882755	34883193	5.68281
chr7	61785685	61786573	1.57321
chr6	138839074	138839231	4.69621
chr4	49513295	49514159	1.36361
chr2	7628549	7629334	14.8069
chr1	161434925	161435910	2.68355
chr1	161423244	161424064	1.04124
chrY	13821400	13822138	1.88258
chr21	10849228	10849669	2.31044
chr16	33971816	33972689	4.82178
chr1	228760072	228760892	3.17685
chr1	121471559	121471885	3.80608
chr1	16893363	16893888	3.09398
chr8	86736039	86737300	1.72655
chr7	45850665	45850855	4.97246
chr21	11186011	11186429	5.52496
chr21	10763746	10764336	3.10779
chr19	50636722	50637383	2.26814
chr19	48453224	48453755	3.15712
chr17	42362848	42363028	4.97246
chr5	145481610	145481766	8.28743
chr1	202593815	202594264	2.02582
chr1	16934308	16934625	14.8255
chrX	61727614	61728728	2.06265
chr19	8793254	8793453	11.0945
chr16	34022569	34022818	1.05476
chr14	53914065	53914378	12.5119
chr11	3674949	3675258	1.91532
chr4	7865610	7865889	2.36784
chr21	10858026	10858597	1.48483
chr20	25757859	25758008	9.78925
chr20	2589030	2589207	10.4419
chr12	38007680	38008108	2.8127
chr9	78790025	78790253	1.52594
chr5	176018630	176019364	1.63844
chr5	17521299	17522078	3.78854
chr1	142685481	142686025	14.4174
chrY	58862592	58862875	7.73494
chr16	35232445	35232739	5.08296
chr15	20019687	20020233	2.43098
chr10	39090238	39090757	1.57025
chr9	69691428	69692080	2.46998
chr6	34009981	34010135	8.83993
chr1	228744345	228744928	4.75996
chr20	59904299	59904513	11.0499
chr9	69996502	69996744	1.5654
chr7	61374274	61374686	2.29838
chr5	177388350	177389182	3.63997
chr2	87580841	87581335	11.5085
chr1	145040907	145041425	3.31497
chr1	2597630	2598332	5.52496
chr19	36764855	36765993	4.67496
chr15	21903963	21904101	9.13663
chr11	50779501	50779682	1.26285
chr9	70006336	70006885	2.41717
chr9	68411977	68412705	5.32405
chr8	86823214	86823560	7.36661
chr4	190197893	190198980	1.79561
chr1	16891874	16892142	5.08296
chrY	59001427	59001791	8.10327
chr16	34184581	34186170	1.00554
chr10	38806904	38807677	2.32837
chr9	140615385	140615750	10.7343
chr9	66826001	66826599	1.93373
chr5	17523438	17523996	2.04423
chr4	47862	48043	2.94664
chr2	92274444	92274823	1.54699
chr1	121135093	121135358	12.3997
chr1	63731294	63731443	9.78925
chr18	74679280	74679558	2.82387
chr17	36284203	36286533	2.58425
chr15	74369855	74370006	5.15663
chr14	19602268	19602687	5.74595
chr10	38772495	38773967	1.93373
chr9	45435969	45436142	8.28743
chr4	116286100	116286230	4.41996
chrY	58829734	58830628	7.87306
chrY	13464341	13464810	5.52496
chr19	37772260	37772709	4.78829
chr14	19978510	19978747	4.97246
chr12	125256879	125257116	11.6024
chr7	157313484	157313628	7.73494
chr5	49417882	49418478	2.05213
chr5	46323463	46323896	3.31497
chr2	90484995	90485513	2.0593
chr1	142795043	142795243	9.39242
chr9	68414946	68415900	1.87368
chr7	61752628	61753961	1.03888
chr1	202173628	202174540	1.8992
chrX	115002834	115003602	16.3485
chr21	10773119	10773599	2.20998
chr21	9905297	9905463	9.13663
chr14	104910553	104910781	4.69621
chr14	19692369	19692598	5.89329
chr10	42647658	42648023	7.45869
chr10	39130668	39131327	2.68355
chr9	68416961	68417411	3.03873
chr8	58127324	58127963	8.10327
chr6	169240478	169240797	3.9464
chr5	49406750	49407416	2.03998
chr4	190673863	190674053	11.0945
chr4	187354522	187354985	2.63498
chr19	8871976	8872242	11.6024
chr17	36288050	36288705	3.59122
chr17	7369772	7370063	13.0523
chr15	102300241	102301952	2.77375
chr10	77144687	77144843	8.48402
chr10	34922132	34922344	4.41996
chr9	69960101	69960627	4.83434
chr7	9958	10217	3.06942
chr5	46405161	46405549	4.28184
chr2	87580227	87580601	5.8012
chr1	142952090	142952555	14.3324
chrY	58825182	58825746	11.821
chr21	11079761	11080641	7.51394
chr19	37784095	37785121	3.66392
chr16	33240091	33241261	3.05498
chr16	22507639	22507980	4.97246
chr16	5266486	5266741	11.7471
chr16	868699	869014	2.76248
chr10	38801461	38802846	2.45254
chr5	134193736	134193886	5.15663
chr4	49294995	49295432	9.86673
chr2	132998249	132998830	2.26523
chr2	5750848	5751026	10.4419
chr1	228763156	228765125	3.66028
chr1	144872918	144873229	5.52496
chrY	58903907	58904265	16.9626
chr19	44915478	44915767	2.29498
chr19	7712336	7712468	2.20998
chr18	44555090	44555358	8.10327
chr8	86785812	86786623	3.93653
chr8	12568315	12568542	8.83993
chr8	7874493	7874789	4.41996
chr6	43839674	43839831	8.28743
chr2	91813915	91814805	3.23605
chr1	228765606	228767392	3.03873
chr1	228748885	228749912	3.71679
chr1	143419074	143419349	13.0523
chr1	2600619	2601068	5.20924
chr12	54602065	54602257	4.14372
chr12	38064586	38064795	3.97797
chr7	215705	215997	15.6628
chr6	61898384	61898763	2.54148
chr2	91760780	91761042	3.86747
chr2	91663876	91664091	5.89329
