NM_001123391	TBC1D3	0	0	1	1	no	0	15922
NM_001173988	RABL6	922.514	9.83925	5e-05	0.000150478	yes	-912.67475	2317
NM_024718	RABL6	922.514	9.83925	5e-05	0.000150478	yes	-912.67475	24078
NM_001242672	TTC34	0.11585	0.167515	1	1	no	0.051665	28037
NM_001123392	TBC1D3H	0	0	1	1	no	0	33071
NM_016086	STYXL1	8.35837	7.18205	0.53	0.551868	no	-1.17632	35756
NM_016202	ZNF580	9.85741	2.40396	5e-05	0.000150478	yes	-7.45345	5956
NM_001163423	ZNF580	9.85741	2.40396	5e-05	0.000150478	yes	-7.45345	9884
NM_022561	GH1	0	0	1	1	no	0	11787
NM_022559	GH1	0	0	1	1	no	0	14075
NM_001164444	CBY3	1.20131	1.15899	1	1	no	-0.0423199999999999	15607
NM_139284	LGI4	0.203429	0.0327917	1	1	no	-0.1706373	16899
NM_001256443	PRRT2	1.14196	0.973511	1	1	no	-0.168449	18937
NM_001256442	PRRT2	1.14196	0.973511	1	1	no	-0.168449	18938
NM_000515	GH1	0	0	1	1	no	0	2288
NM_022562	GH1	0	0	1	1	no	0	26828
NM_006142	SFN	0.327633	1.18554	1	1	no	0.857907	35975
NM_022560	GH1	0	0	1	1	no	0	40782
NM_145239	PRRT2	1.14196	0.973511	1	1	no	-0.168449	5082
NM_003322	TULP1	0.21311	1.01226	1	1	no	0.79915	9186
NR_024486	LOC100130093	8.33031	1.355	5e-05	0.000150478	yes	-6.97531	16847
NR_024485	LOC100130093	8.33031	1.355	5e-05	0.000150478	yes	-6.97531	16848
NM_004343	CALR	54.0524	16.2678	5e-05	0.000150478	yes	-37.7846	22892
